Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
7,1,29.60000,515,SAP,R10,29/09/2019,31.123,29.503,9.90,SCATTERBOX (30.43),5.2025,2677,M  C4,6.9,MH,
S,,,525,MEP,R9,09/10/2019,,29.883,-,SHIMA MIST (30.28),,,,0,MH,
4,2,30.30000,450,BAL,R1,23/10/2019,26.078,25.179,6.94,RAINBOW SPIRIT (25.59),6.752,455,M  C1,14.9,M,
6,7,30.40000,450,BAL,R2,30/10/2019,25.935,25.218,5.93,EASY CHOICE (25.52),6.6825,333,M  C2,8.7,M,
R,,,515,SAP,R1,10/11/2019,,29.381,-,WALK ME HOME (30.05),,,,0,M,
6,6,30.90000,450,WBL,R3,14/11/2019,26.518,25.415,4.53,DROGHEDA COUNTY (26.20),7.012,544,M  C6,3.8,M,
2,8,31.20000,450,BAL,R3,25/11/2019,25.972,25.476,4.07,SUGAR MAPLE (25.69),6.81675,422,M,1.9,T3-M,
1,1,31.50000,450,BAL,R3,02/12/2019,25.904,25.728,3.39,TOMMY CAWBOURNE (26.14),6.627,211,M  SW,1.6,T3-M,
R,,,460,GEL,R4,10/12/2019,,26.052,-,TAMOU BALE (26.59),,,,0,7,
6,4,31.40000,450,BAL,R5,11/12/2019,26.011,25.193,9.33,CLASSIFIED (25.36),6.69175,355,M  C2,34.7,7,
2,2,31.20000,515,SAP,R2,15/12/2019,30.309,29.33,4.39,ZIPPING WADE (30.00),5.3225,4122,M  C4,5.4,X67,
