Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
3,7,32.80000,460,WGL,R9,04/07/2017,26.614,25.941,4.27,RAISE THE BET (26.32),6.791,655,S  C9,13.3,MH,
1,8,32.60000,460,WGL,R2,11/07/2017,26.569,26.1,0.13,SHARK TANK (26.58),6.826,654,M  C4  SW,16.1,MSF,
5,5,32.50000,460,WGL,R1,18/07/2017,26.533,25.806,5.74,NEO CLEO (26.13),6.8475,766,S  C1,17.2,MF,
6,6,32.30000,525,TRA,R2,21/07/2017,31.663,30.463,12.90,BUZZ RASH (30.76),5.25575,8766,S  C8,6.4,X67,
S,,,525,TRA,R7,27/07/2017,,30.551,-,SUDDEN BURST (30.57),,,,0,RWH,
S,,,515,SAP,R2,30/07/2017,,29.56,-,OVER INDULGENCE (29.78),,,,0,7,
2,6,31.80000,400,WGL,R2,22/08/2017,23.198,22.636,2.63,FLYING STORM (23.01),8.68425,66,M  C5,4.6,7,
7,8,32.10000,525,TRA,R7,25/08/2017,31.315,30.327,7.64,MO DRAGON (30.78),5.09625,6887,S,28.9,X67H,
5,2,31.90000,460,WGL,R4,29/08/2017,26.863,26.032,1.63,IONA WHITEFLASH (26.75),6.8675,775,S  C4,20,X67H,
5,3,32.10000,525,TRA,R2,01/09/2017,31.653,30.415,12.54,RUN RITA RUN (30.78),5.128,6435,M  C17,13.4,RW,
R,,,515,SAP,R4,07/09/2017,,29.39,-,BERNARDO (30.02),,,,0,X67H,
6,8,31.80000,515,SAN,R1,14/09/2017,30.479,29.331,6.96,HEDWIG (29.99),5.682,7655,S  C1,41.8,X67,
6,2,31.80000,515,SAP,R10,17/09/2017,30.552,29.663,10.81,BERNARDO (29.80),5.3425,5666,M  C2  V5,81.2,RWH,
7,6,31.50000,525,TRA,R4,25/09/2017,31.782,30.714,8.94,ANOTHER SHINER (31.16),5.055,6777,S  C4,9,T3-RW,
5,4,31.30000,525,TRA,R3,06/10/2017,31.392,30.283,5.41,DON'T TRUST (31.01),5.1,8775,S  C2,50.1,S,
R,,,525,TRA,R5,14/10/2017,,30.764,-,MIDNIGHT MARZY (30.83),,,,0,RWH,
5,7,30.80000,400,WGL,R2,24/10/2017,23.028,22.7,4.69,ASTON ANDO (22.70),8.6245,86,S  C4,45.2,X67H,
R,,,515,SAP,R10,29/10/2017,,29.469,-,TEARS I'M NOT (29.87),,,,0,X67,
7,8,30.50000,525,TRA,R3,03/11/2017,32.086,30.738,10.29,RUBY'S IMAGE (31.37),5.44075,7777,S  C7,35,7,
S,,,515,SAP,R9,07/11/2017,,29.506,-,PAYTON (29.66),,,,0,RWH,
3,4,30.70000,525,TRA,R6,20/11/2017,31.204,30.717,4.86,BYE ALL (30.86),5.064,7333,S  C2,7.1,T3-RW,
S,,,460,WGL,R7,23/11/2017,,26.238,-,WOLFIE'S SOOK (26.28),,,,0,7,
7,7,31.70000,440,SLE,R10,26/12/2017,25.863,24.834,11.27,LOTTIE BISCOTTI (25.07),5.6785,877,S  C5,33.2,RWH,
A,2,31.70000,525,TRA,R7,29/12/2017,,,-,,,,,26,X67H,
4,7,32.10000,525,TRA,R5,08/01/2018,31.815,30.741,6.34,PARIE SHIRAZ (31.37),5.1895,7634,S  C12,10.7,X67,
3,4,31.80000,525,TRA,R4,29/01/2018,31.235,30.701,2.33,CLYDE'S CLASSY (31.07),5.08525,4331,M,31.2,RW,
4,1,32.10000,525,TRA,R5,05/02/2018,31.498,30.806,8.66,RUN RITA RUN (30.89),5.113,5445,S  W  C3,6.2,X67,
R,,,525,TRA,R4,09/02/2018,,30.72,-,SEMINOLE WIND (30.72),,,,0,X67,
7,4,32.00000,525,TRA,R4,15/02/2018,32.017,30.83,16.96,MAJOR THINK (30.83),5.0195,6776,M  C8,22,X67,
3,6,32.20000,395,TRA,R9,19/02/2018,23.236,22.825,3.43,DOUBLE BLACK (23.00),5.2035,874,S  C1,14.8,T3-7,
